pk_id,member_type,member_name,publisher_name,publisher_email,address1,address2,city,state,zipcode,calc_county,c_sum_circ,circulation_day,mcn_classified_email,two_by_two_ad_contact_email,run_two_by_two_ads,general_manager,general_manager_email,member_phone,member_status,parent_company,display_ad_email,deadline,coupons,open_rate,color_rate_inch,color_rate_min
9283,Board Member,Deb Weigel - Board Member,,,25 First Street SE,,Oelwein,IA,50662,Fayette,0 ,,,,,,,,,,,,,,,
9284,Board Member,Joyce Frericks - Board Member,,,2 2nd Ave S. #135,,Sauk Rapids,MN,56379,Benton,0 ,,,,,,,,,,,,,,,
9285,Board Member,Lisa Miller - Board Member,,,310 1st Ave,,Rock Rapids,IA,51246,Lyon,0 ,,,,,,,,,,,,,,,
9286,Board Member,Mike Kolbe - Board Member,,,1114 7th St.,,Harlan,IA,51537,Shelby,0 ,,,,,,,,,,,,,,,
9287,Board Member,Mona Garwood - Board Member,,,108 E. 5th St.,,Vinton,IA,52349,Benton,0 ,,,,,,,,,,,,,,,
9288,Board Member,Peggy Loveless - Board Member,,,116 2nd Ave S.E.,PO Box 117,Cresco,IA,52136,Howard,0 ,,,,,,,,,,,,,,,
9289,Board Member,Tiffany Gardner - Board Member,,,11 Means Dr.,,Platteville,WI,53818,Grant,0 ,,,,,,,,,,,,,,,
9291,Non Member Publication,East Central Iowa Shopping News,Denise Brady,dbrady@wcinet.com,405 E. Main St.,PO Box 108,Anamosa,IA,52205,Jones,11281 ,Tuesday,,dbrady@wcinet.com,,,,319-462-3511,No Longer in Business,Woodward Communications Inc - Iowa,dani.ortmann@wcinet.com,,,14.57,6.5,30
9295,Assoc. Member,"Requester Pro, LLC",Hillary Carroll,hillary@requesterpro.com,15724 S Sunset Ridge Ct #2E,,Orland Park,IL,60462,Cook,0 ,,,,,,,708-297-5771,Paid for 2022-2023,,,,,,,
9298,Member Publication,Rocket,,,1114 7th St,PO Box 721,Harlan,IA,51537,Shelby,18412 ,Tuesday,design@harlanonline.com,tami@harlanonline.com,,,,712-755-3111,Paid,"Harlan Publishing, Inc- Corporation",tami@harlanonline.com,10AM Friday,0,9,,180
9306,,TESTING DATA,,,,,,,,No County Identified,0 ,,,,,,,,,,,,,,,
9307,Member Publication,Southeast Iowa Shopper,Matt Bryant,matt.bryant@southeastiowaunion.com,111 North Marion Ave,,Washington,IA,52353,Washington,27626 ,Tuesday,coordinators@ffledger.com,coordinators@ffledger.com,,,,319-653-2191,Paid,"Folience, Inc.",julie.scott@southeastiowaunion.com,Thursday 10AM,2,21.9,,
9308,Assoc. Member,Make It Personal Promotional Products,Brad Hicks,info@makeitpersonalpp.com,14 E Nebraska St,,Algona,IA,50511,Kossuth,0 ,,,,,,,515-295-3535,Paid,"Enterprise Media Inc., Charles City",,,,,,
9309,Bronze Assoc. Member,Legal Notice Service,Andrew Morys,amorys@chronicleillinois.com,1910 S. Highland Ave,Ste 250,Lombard,IL,60148,Du Page,0 ,,,,,,,312-488-1426,Paid for 2023-2024,,,,,,,
9310,Assoc. Member,iPromote,,,3000 Broad Street,,San Luis Obispo #115,CA,93401,San Luis Obispo,0 ,,,,,Jill Lemieux,jill@ipromote.com,805-801-1205,Paid,,,,,,,
9311,Non Member Publication,Manchester Press,,,PO Box 245,,Manchester,IA,52057,Delaware,0 ,Wednesday,,,,Jason Norton,jason.norton@wcinet.com,563-875-7131,,Woodward Communications,"june.naber@wcinet.com, lvorwald@wcinet.com ",Monday,,11.97,6.5,30
9312,Assoc. Member,Standard International Publishing Group,Connie Miller,connie@stndpub.com,2614 Tamiani Tr. N #420,,Naples,FL,34103,Collier,0 ,,,,,,,239-248-5550,Paid,,,,,,,
9313,Member Publication,Guthrie Center Times,Shane Goodman,shane@dmcityview.com,104 Industrial Road,,Guthrie Center,IA,50115,Guthrie,2663 ,Thursday- 3rd,beckham@dmcityview.com,jolene@iowalivingmagazines.com,,,,641-755-2115,Paid for 2023-2025,Big Green Umbrella Media,jolene@iowalivingmagazines.com,1st of Publish Month,2,,0,
9314,Member Publication,Panora Times,Shane Goodman,shane@dmccityview.com,104 Industrial Road,,Guthrie Center,IA,501145,Guthrie,2625 ,Thursday- 4th,beckham@dmcityview.com,jolene@iowalivingmagazines.com,,,,641-755-2115,Paid for 2023-2025,Big Green Umbrella Media,jolene@iowalivingmagazines.com,1st of the Publish Month,2,,0,
9316,Member Publication,The West Union/Area Shoppers' Guide,Tracy Cummings,tracy.cummings@oelweindailyregister.com,119 S. Vine St.,PO Box 153,West Union,IA,52175,Fayette,3763 ,Wednesday,amys@fayettecountynewspapers.com,amys@fayettecountynewspapers.com,Yes,,,563-422-3888,Paid,Community Media Group,amys@fayettecountynewspapers.com,Friday  11:00 AM,2,16,17,
9317,Non Member Publication,Globe Gazette,,,687 S. Taft Ave. Suite 2,,Mason City,IA,50401,Cerro Gordo,0 ,,,,,David DeSmidt,david.desmidt@wcfcourier.com,641-421-0503 (John),,,John.Frels@globegazette.com,Thursday Prior 5PM,,14,,
9318,Non Member Publication,TRI-COUNTY SOUTH ADVERTISER,Richard Lee,richardlee@iccpawi.com,303 North Wisconsin Avenue,,Frederic,WI,54837,Polk,0 ,,,,,,,715-327-4236,Wisconsin Publication,Inter-County Cooperative Pub Association,,,,,,
9319,Non Member Publication,TRI-COUNTY NORTH ADVERTISER,Richard Lee,richardlee@iccpawi.com,303 North Wisconsin Avenue,,Frederic,WI,54837,Polk,0 ,,,,,,,715-327-4236,Wisconsin Publication,Inter-County Cooperative Pub Association,,,,,,
9320,Non Member Publication,Indianhead Advertiser,Richard Lee,richardlee@iccpawi.com,303 North Wisconsin Avenue,,Frederic,WI,54837,Polk,0 ,,,,,,,715-327-4236,Wisconsin Publication,Inter-County Cooperative Pub Association,,,,,,
9321,Non Member Publication,Wild Rivers North Advertiser,Richard Lee,richardlee@iccpawi.com,303 North Wisconsin Avenue,,Frederic,WI,54837,Polk,0 ,,,,,,,715-327-4236,Wisconsin Publication,Inter-County Cooperative Pub Association,,,,,,
9322,Non Member Publication,Wild Rivers South Advertiser,Richard Lee,richardlee@iccpawi.com,303 North Wisconsin Avenue,,Frederic,WI,54837,Polk,0 ,,,,,,,715-327-4236,Wisconsin Publication,Inter-County Cooperative Pub Association,,,,,,
9324,Non Member Publication,MICHAEL FUNK,,,4 Forest Ridge Court,,Phenix City,AL,36867,Russell,0 ,,,,,,,706-761-1745,,,,,,,,
9325,Bronze Assoc. Member,White Wolf Web Printers,Sam Wagner- VP,SamW@IowaInformation.com,103 Crossroads Dr,PO Box 160,Sheldon,IA,51201,Obrien,0 ,,,,,,,712-324-5347,Paid,,,,,,,
9326,Member Publication,"Driftless, The",Christopher Hall,christopherhall@charlescitypress.com,110 Washington St.,PO Box 350,Decorah,IA,52101,Winneshiek,12500 ,Tuesday,lynn.ninos@driftlessjournal.com,lynn.ninos@driftlessjournal.com,,,,563-382-4221,Paid,,megan.warner@driftlessjournal.com,Thursday Noon,2,13,2,
9327,Non Member Publication,Driftess and Decorah Leader Combo,,,,,,,,No County Identified,0 ,,,,,,,,Good Standing,,megan.warner@driftlessjournal.com,Thursday noon,,19.5,4,
9328,Non Member Publication,Dyersville Commercial,,,,,,,,No County Identified,0 ,,,,,,,563-875-7131,,Woodward Communications,june.naber@wcinet.com,Thursday 2PM,,11.97,,
9329,Non Member Publication,Cascade,,,,,,,,No County Identified,0 ,,,,,,,563-875-7131,,Woodward Communications,june.naber@wcinet.com,Thursday 2PM,,11.97,,
9330,Member Publication,NORTHEASTER,Vince Brown,Vince@MyNortheaster.com,2844 Johnson St. NE,,Minneapolis,MN,55418,Hennepin,32000 ,Wednesday,Contact@MyNortheaster.com,Vince@MyNortheaster.com,,,,612-788-9003,Paid for 2024-2026,,Vince@MyNortheaster.com,Tuesday- 3PM,2,,,
9331,Bronze Assoc. Member,RRD (R.R. Donnelley & Sons),David Cesaro,david.cesaro@rrd.com,8 Orchard Farm Lane,,Avon,CT,06001,Hartford,0 ,,,,,,,860-930-7286,Paid,,,,,,,
9332,Bronze Assoc. Member,Decorah News.com,Lon Haenel,lon@decorahnews.com,310 Country View Ct,,Janesville,WI,53548,No County Identified,0 ,,,,,,,608-289-4070,Paid,,,,,,,
9333,Non Member Publication,Northeast Iowa Shopper/Charles City Press Combo,,,,,,,,No County Identified,0 ,,,,,,,641-228-3211,,Charles City Press,"chris@charlescitypress.com, graphics@charlescitypress.com",Thurs 12PM,,24,,
9334,Member Publication,Pocahontas County Advertiser/10 pt Publications LLC,Kristin Grabinoski,kris@humboldtnews.com,218 N Main,PO Box 128,Pocahontas,IA,50574,Pocahontas,4651 ,Tuesday,pokyrdads@gmail.com,pokyrdsales@gmail.com,,,,712-335-3553,,,pokyrdsales@gmail.com,Friday 4pm prior ,,9,,
